datetime,date,hour,demand,supply,loadshed,peak
2021-08-03T00:00,2021-08-03,0,,,0,
2021-08-03T01:00,2021-08-03,1,,,0,
2021-08-03T02:00,2021-08-03,2,,,0,
2021-08-03T03:00,2021-08-03,3,,,0,
2021-08-03T04:00,2021-08-03,4,,,0,
2021-08-03T05:00,2021-08-03,5,,,0,
2021-08-03T06:00,2021-08-03,6,,,0,
2021-08-03T07:00,2021-08-03,7,,,0,
2021-08-03T08:00,2021-08-03,8,,,0,
2021-08-03T09:00,2021-08-03,9,,,0,
2021-08-03T10:00,2021-08-03,10,,,0,
2021-08-03T11:00,2021-08-03,11,,,0,
2021-08-03T12:00,2021-08-03,12,,,0,day
2021-08-03T13:00,2021-08-03,13,,,0,
2021-08-03T14:00,2021-08-03,14,,,0,
2021-08-03T15:00,2021-08-03,15,,,0,
2021-08-03T16:00,2021-08-03,16,,,0,
2021-08-03T17:00,2021-08-03,17,,,0,
2021-08-03T18:00,2021-08-03,18,,,0,
2021-08-03T19:00,2021-08-03,19,,,0,evening
2021-08-03T20:00,2021-08-03,20,,,0,
2021-08-03T21:00,2021-08-03,21,,,0,
2021-08-03T22:00,2021-08-03,22,,,0,
2021-08-03T23:00,2021-08-03,23,,,0,
2021-08-04T00:00,2021-08-04,0,,,0,
2021-08-04T01:00,2021-08-04,1,,,0,
2021-08-04T02:00,2021-08-04,2,,,0,
2021-08-04T03:00,2021-08-04,3,,,0,
2021-08-04T04:00,2021-08-04,4,,,0,
2021-08-04T05:00,2021-08-04,5,,,0,
2021-08-04T06:00,2021-08-04,6,,,0,
2021-08-04T07:00,2021-08-04,7,,,0,
2021-08-04T08:00,2021-08-04,8,,,0,
2021-08-04T09:00,2021-08-04,9,,,0,
2021-08-04T10:00,2021-08-04,10,,,0,
2021-08-04T11:00,2021-08-04,11,,,0,
2021-08-04T12:00,2021-08-04,12,,,0,day
2021-08-04T13:00,2021-08-04,13,,,0,
2021-08-04T14:00,2021-08-04,14,,,0,
2021-08-04T15:00,2021-08-04,15,,,0,
2021-08-04T16:00,2021-08-04,16,,,0,
2021-08-04T17:00,2021-08-04,17,,,0,
2021-08-04T18:00,2021-08-04,18,,,0,
2021-08-04T19:00,2021-08-04,19,,,0,evening
2021-08-04T20:00,2021-08-04,20,,,0,
2021-08-04T21:00,2021-08-04,21,,,0,
2021-08-04T22:00,2021-08-04,22,,,0,
2021-08-04T23:00,2021-08-04,23,,,0,
2021-08-05T00:00,2021-08-05,0,,,0,
2021-08-05T01:00,2021-08-05,1,,,0,
2021-08-05T02:00,2021-08-05,2,,,0,
2021-08-05T03:00,2021-08-05,3,,,0,
2021-08-05T04:00,2021-08-05,4,,,0,
2021-08-05T05:00,2021-08-05,5,,,0,
2021-08-05T06:00,2021-08-05,6,,,0,
2021-08-05T07:00,2021-08-05,7,,,0,
2021-08-05T08:00,2021-08-05,8,,,0,
2021-08-05T09:00,2021-08-05,9,,,0,
2021-08-05T10:00,2021-08-05,10,,,0,
2021-08-05T11:00,2021-08-05,11,,,0,day
2021-08-05T12:00,2021-08-05,12,,,0,
2021-08-05T13:00,2021-08-05,13,,,0,
2021-08-05T14:00,2021-08-05,14,,,0,
2021-08-05T15:00,2021-08-05,15,,,0,
2021-08-05T16:00,2021-08-05,16,,,0,
2021-08-05T17:00,2021-08-05,17,,,0,
2021-08-05T18:00,2021-08-05,18,,,0,
2021-08-05T19:00,2021-08-05,19,,,0,
2021-08-05T20:00,2021-08-05,20,,,0,evening
2021-08-05T21:00,2021-08-05,21,,,0,
2021-08-05T22:00,2021-08-05,22,,,0,
2021-08-05T23:00,2021-08-05,23,,,0,
2021-08-06T00:00,2021-08-06,0,,,0,
2021-08-06T01:00,2021-08-06,1,,,0,
2021-08-06T02:00,2021-08-06,2,,,0,
2021-08-06T03:00,2021-08-06,3,,,0,
2021-08-06T04:00,2021-08-06,4,,,0,
2021-08-06T05:00,2021-08-06,5,,,0,
2021-08-06T06:00,2021-08-06,6,,,0,
2021-08-06T07:00,2021-08-06,7,,,0,
2021-08-06T08:00,2021-08-06,8,,,0,
2021-08-06T09:00,2021-08-06,9,,,0,
2021-08-06T10:00,2021-08-06,10,,,0,
2021-08-06T11:00,2021-08-06,11,,,0,
2021-08-06T12:00,2021-08-06,12,,,0,day
2021-08-06T13:00,2021-08-06,13,,,0,
2021-08-06T14:00,2021-08-06,14,,,0,
2021-08-06T15:00,2021-08-06,15,,,0,
2021-08-06T16:00,2021-08-06,16,,,0,
2021-08-06T17:00,2021-08-06,17,,,0,
2021-08-06T18:00,2021-08-06,18,,,0,
2021-08-06T19:00,2021-08-06,19,,,0,
2021-08-06T20:00,2021-08-06,20,,,0,
2021-08-06T21:00,2021-08-06,21,,,0,evening
2021-08-06T22:00,2021-08-06,22,,,0,
2021-08-06T23:00,2021-08-06,23,,,0,
2021-08-07T00:00,2021-08-07,0,,,0,
2021-08-07T01:00,2021-08-07,1,,,0,
2021-08-07T02:00,2021-08-07,2,,,0,
2021-08-07T03:00,2021-08-07,3,,,0,
2021-08-07T04:00,2021-08-07,4,,,0,
2021-08-07T05:00,2021-08-07,5,,,0,
2021-08-07T06:00,2021-08-07,6,,,0,
2021-08-07T07:00,2021-08-07,7,,,0,
2021-08-07T08:00,2021-08-07,8,,,0,
2021-08-07T09:00,2021-08-07,9,,,0,
2021-08-07T10:00,2021-08-07,10,,,0,
2021-08-07T11:00,2021-08-07,11,,,0,
2021-08-07T12:00,2021-08-07,12,,,0,day
2021-08-07T13:00,2021-08-07,13,,,0,
2021-08-07T14:00,2021-08-07,14,,,0,
2021-08-07T15:00,2021-08-07,15,,,0,
2021-08-07T16:00,2021-08-07,16,,,0,
2021-08-07T17:00,2021-08-07,17,,,0,
2021-08-07T18:00,2021-08-07,18,,,0,
2021-08-07T19:00,2021-08-07,19,,,0,
2021-08-07T20:00,2021-08-07,20,,,0,
2021-08-07T21:00,2021-08-07,21,,,0,evening
2021-08-07T22:00,2021-08-07,22,,,0,
2021-08-07T23:00,2021-08-07,23,,,0,
2021-08-08T00:00,2021-08-08,0,,,0,
2021-08-08T01:00,2021-08-08,1,,,0,
2021-08-08T02:00,2021-08-08,2,,,0,
2021-08-08T03:00,2021-08-08,3,,,0,
2021-08-08T04:00,2021-08-08,4,,,0,
2021-08-08T05:00,2021-08-08,5,,,0,
2021-08-08T06:00,2021-08-08,6,,,0,
2021-08-08T07:00,2021-08-08,7,,,0,
2021-08-08T08:00,2021-08-08,8,,,0,
2021-08-08T09:00,2021-08-08,9,,,0,
2021-08-08T10:00,2021-08-08,10,,,0,
2021-08-08T11:00,2021-08-08,11,,,0,
2021-08-08T12:00,2021-08-08,12,,,0,day
2021-08-08T13:00,2021-08-08,13,,,0,
2021-08-08T14:00,2021-08-08,14,,,0,
2021-08-08T15:00,2021-08-08,15,,,0,
2021-08-08T16:00,2021-08-08,16,,,0,
2021-08-08T17:00,2021-08-08,17,,,0,
2021-08-08T18:00,2021-08-08,18,,,0,
2021-08-08T19:00,2021-08-08,19,,,0,
2021-08-08T20:00,2021-08-08,20,,,0,
2021-08-08T21:00,2021-08-08,21,,,0,evening
2021-08-08T22:00,2021-08-08,22,,,0,
2021-08-08T23:00,2021-08-08,23,,,0,
2021-08-09T00:00,2021-08-09,0,,,0,
2021-08-09T01:00,2021-08-09,1,,,0,
2021-08-09T02:00,2021-08-09,2,,,0,
2021-08-09T03:00,2021-08-09,3,,,0,
2021-08-09T04:00,2021-08-09,4,,,0,
2021-08-09T05:00,2021-08-09,5,,,0,
2021-08-09T06:00,2021-08-09,6,,,0,
2021-08-09T07:00,2021-08-09,7,,,0,
2021-08-09T08:00,2021-08-09,8,,,0,
2021-08-09T09:00,2021-08-09,9,,,0,
2021-08-09T10:00,2021-08-09,10,,,0,
2021-08-09T11:00,2021-08-09,11,,,0,
2021-08-09T12:00,2021-08-09,12,,,0,day
2021-08-09T13:00,2021-08-09,13,,,0,
2021-08-09T14:00,2021-08-09,14,,,0,
2021-08-09T15:00,2021-08-09,15,,,0,
2021-08-09T16:00,2021-08-09,16,,,0,
2021-08-09T17:00,2021-08-09,17,,,0,
2021-08-09T18:00,2021-08-09,18,,,0,
2021-08-09T19:00,2021-08-09,19,,,0,
2021-08-09T20:00,2021-08-09,20,,,0,
2021-08-09T21:00,2021-08-09,21,,,0,evening
2021-08-09T22:00,2021-08-09,22,,,0,
2021-08-09T23:00,2021-08-09,23,,,0,
2021-08-10T00:00,2021-08-10,0,,,0,
2021-08-10T01:00,2021-08-10,1,,,0,
2021-08-10T02:00,2021-08-10,2,,,0,
2021-08-10T03:00,2021-08-10,3,,,0,
2021-08-10T04:00,2021-08-10,4,,,0,
2021-08-10T05:00,2021-08-10,5,,,0,
2021-08-10T06:00,2021-08-10,6,,,0,
2021-08-10T07:00,2021-08-10,7,,,0,
2021-08-10T08:00,2021-08-10,8,,,0,
2021-08-10T09:00,2021-08-10,9,,,0,
2021-08-10T10:00,2021-08-10,10,,,0,
2021-08-10T11:00,2021-08-10,11,,,0,
2021-08-10T12:00,2021-08-10,12,,,0,day
2021-08-10T13:00,2021-08-10,13,,,0,
2021-08-10T14:00,2021-08-10,14,,,0,
2021-08-10T15:00,2021-08-10,15,,,0,
2021-08-10T16:00,2021-08-10,16,,,0,
2021-08-10T17:00,2021-08-10,17,,,0,
2021-08-10T18:00,2021-08-10,18,,,0,
2021-08-10T19:00,2021-08-10,19,,,0,
2021-08-10T20:00,2021-08-10,20,,,0,
2021-08-10T21:00,2021-08-10,21,,,0,evening
2021-08-10T22:00,2021-08-10,22,,,0,
2021-08-10T23:00,2021-08-10,23,,,0,
2021-08-11T00:00,2021-08-11,0,,,0,
2021-08-11T01:00,2021-08-11,1,,,0,
2021-08-11T02:00,2021-08-11,2,,,0,
2021-08-11T03:00,2021-08-11,3,,,0,
2021-08-11T04:00,2021-08-11,4,,,0,
2021-08-11T05:00,2021-08-11,5,,,0,
2021-08-11T06:00,2021-08-11,6,,,0,
2021-08-11T07:00,2021-08-11,7,,,0,
2021-08-11T08:00,2021-08-11,8,,,0,
2021-08-11T09:00,2021-08-11,9,,,0,
2021-08-11T10:00,2021-08-11,10,,,0,
2021-08-11T11:00,2021-08-11,11,,,0,
2021-08-11T12:00,2021-08-11,12,,,0,day
2021-08-11T13:00,2021-08-11,13,,,0,
2021-08-11T14:00,2021-08-11,14,,,0,
2021-08-11T15:00,2021-08-11,15,,,0,
2021-08-11T16:00,2021-08-11,16,,,0,
2021-08-11T17:00,2021-08-11,17,,,0,
2021-08-11T18:00,2021-08-11,18,,,0,
2021-08-11T19:00,2021-08-11,19,,,0,
2021-08-11T20:00,2021-08-11,20,,,0,
2021-08-11T21:00,2021-08-11,21,,,0,evening
2021-08-11T22:00,2021-08-11,22,,,0,
2021-08-11T23:00,2021-08-11,23,,,0,
2021-08-12T00:00,2021-08-12,0,,,0,
2021-08-12T01:00,2021-08-12,1,,,0,
2021-08-12T02:00,2021-08-12,2,,,0,
2021-08-12T03:00,2021-08-12,3,,,0,
2021-08-12T04:00,2021-08-12,4,,,0,
2021-08-12T05:00,2021-08-12,5,,,0,
2021-08-12T06:00,2021-08-12,6,,,0,
2021-08-12T07:00,2021-08-12,7,,,0,
2021-08-12T08:00,2021-08-12,8,,,0,
2021-08-12T09:00,2021-08-12,9,,,0,
2021-08-12T10:00,2021-08-12,10,,,0,
2021-08-12T11:00,2021-08-12,11,,,0,
2021-08-12T12:00,2021-08-12,12,,,0,day
2021-08-12T13:00,2021-08-12,13,,,0,
2021-08-12T14:00,2021-08-12,14,,,0,
2021-08-12T15:00,2021-08-12,15,,,0,
2021-08-12T16:00,2021-08-12,16,,,0,
2021-08-12T17:00,2021-08-12,17,,,0,
2021-08-12T18:00,2021-08-12,18,,,0,
2021-08-12T19:00,2021-08-12,19,,,0,
2021-08-12T20:00,2021-08-12,20,,,0,
2021-08-12T21:00,2021-08-12,21,,,0,evening
2021-08-12T22:00,2021-08-12,22,,,0,
2021-08-12T23:00,2021-08-12,23,,,0,
2021-08-13T00:00,2021-08-13,0,,,0,
2021-08-13T01:00,2021-08-13,1,,,0,
2021-08-13T02:00,2021-08-13,2,,,0,
2021-08-13T03:00,2021-08-13,3,,,0,
2021-08-13T04:00,2021-08-13,4,,,0,
2021-08-13T05:00,2021-08-13,5,,,0,
2021-08-13T06:00,2021-08-13,6,,,0,
2021-08-13T07:00,2021-08-13,7,,,0,
2021-08-13T08:00,2021-08-13,8,,,0,
2021-08-13T09:00,2021-08-13,9,,,0,
2021-08-13T10:00,2021-08-13,10,,,0,
2021-08-13T11:00,2021-08-13,11,,,0,
2021-08-13T12:00,2021-08-13,12,,,0,day
2021-08-13T13:00,2021-08-13,13,,,0,
2021-08-13T14:00,2021-08-13,14,,,0,
2021-08-13T15:00,2021-08-13,15,,,0,
2021-08-13T16:00,2021-08-13,16,,,0,
2021-08-13T17:00,2021-08-13,17,,,0,
2021-08-13T18:00,2021-08-13,18,,,0,
2021-08-13T19:00,2021-08-13,19,,,0,
2021-08-13T20:00,2021-08-13,20,,,0,
2021-08-13T21:00,2021-08-13,21,,,0,evening
2021-08-13T22:00,2021-08-13,22,,,0,
2021-08-13T23:00,2021-08-13,23,,,0,
2021-08-14T00:00,2021-08-14,0,,,0,
2021-08-14T01:00,2021-08-14,1,,,0,
2021-08-14T02:00,2021-08-14,2,,,0,
2021-08-14T03:00,2021-08-14,3,,,0,
2021-08-14T04:00,2021-08-14,4,,,0,
2021-08-14T05:00,2021-08-14,5,,,0,
2021-08-14T06:00,2021-08-14,6,,,0,
2021-08-14T07:00,2021-08-14,7,,,0,
2021-08-14T08:00,2021-08-14,8,,,0,
2021-08-14T09:00,2021-08-14,9,,,0,
2021-08-14T10:00,2021-08-14,10,,,0,
2021-08-14T11:00,2021-08-14,11,,,0,
2021-08-14T12:00,2021-08-14,12,,,0,day
2021-08-14T13:00,2021-08-14,13,,,0,
2021-08-14T14:00,2021-08-14,14,,,0,
2021-08-14T15:00,2021-08-14,15,,,0,
2021-08-14T16:00,2021-08-14,16,,,0,
2021-08-14T17:00,2021-08-14,17,,,0,
2021-08-14T18:00,2021-08-14,18,,,0,
2021-08-14T19:00,2021-08-14,19,,,0,
2021-08-14T20:00,2021-08-14,20,,,0,
2021-08-14T21:00,2021-08-14,21,,,0,evening
2021-08-14T22:00,2021-08-14,22,,,0,
2021-08-14T23:00,2021-08-14,23,,,0,
2021-08-15T00:00,2021-08-15,0,,,0,
2021-08-15T01:00,2021-08-15,1,,,0,
2021-08-15T02:00,2021-08-15,2,,,0,
2021-08-15T03:00,2021-08-15,3,,,0,
2021-08-15T04:00,2021-08-15,4,,,0,
2021-08-15T05:00,2021-08-15,5,,,0,
2021-08-15T06:00,2021-08-15,6,,,0,
2021-08-15T07:00,2021-08-15,7,,,0,
2021-08-15T08:00,2021-08-15,8,,,0,
2021-08-15T09:00,2021-08-15,9,,,0,
2021-08-15T10:00,2021-08-15,10,,,0,
2021-08-15T11:00,2021-08-15,11,,,0,
2021-08-15T12:00,2021-08-15,12,,,0,day
2021-08-15T13:00,2021-08-15,13,,,0,
2021-08-15T14:00,2021-08-15,14,,,0,
2021-08-15T15:00,2021-08-15,15,,,0,
2021-08-15T16:00,2021-08-15,16,,,0,
2021-08-15T17:00,2021-08-15,17,,,0,
2021-08-15T18:00,2021-08-15,18,,,0,
2021-08-15T19:00,2021-08-15,19,,,0,
2021-08-15T20:00,2021-08-15,20,,,0,
2021-08-15T21:00,2021-08-15,21,,,0,evening
2021-08-15T22:00,2021-08-15,22,,,0,
2021-08-15T23:00,2021-08-15,23,,,0,
2021-08-16T00:00,2021-08-16,0,,,0,
2021-08-16T01:00,2021-08-16,1,,,0,
2021-08-16T02:00,2021-08-16,2,,,0,
2021-08-16T03:00,2021-08-16,3,,,0,
2021-08-16T04:00,2021-08-16,4,,,0,
2021-08-16T05:00,2021-08-16,5,,,0,
2021-08-16T06:00,2021-08-16,6,,,0,
2021-08-16T07:00,2021-08-16,7,,,0,
2021-08-16T08:00,2021-08-16,8,,,0,
2021-08-16T09:00,2021-08-16,9,,,0,
2021-08-16T10:00,2021-08-16,10,,,0,
2021-08-16T11:00,2021-08-16,11,,,0,
2021-08-16T12:00,2021-08-16,12,,,0,day
2021-08-16T13:00,2021-08-16,13,,,0,
2021-08-16T14:00,2021-08-16,14,,,0,
2021-08-16T15:00,2021-08-16,15,,,0,
2021-08-16T16:00,2021-08-16,16,,,0,
2021-08-16T17:00,2021-08-16,17,,,0,
2021-08-16T18:00,2021-08-16,18,,,0,
2021-08-16T19:00,2021-08-16,19,,,0,evening
2021-08-16T20:00,2021-08-16,20,,,0,
2021-08-16T21:00,2021-08-16,21,,,0,
2021-08-16T22:00,2021-08-16,22,,,0,
2021-08-16T23:00,2021-08-16,23,,,0,
2021-08-17T00:00,2021-08-17,0,,,0,
2021-08-17T01:00,2021-08-17,1,,,0,
2021-08-17T02:00,2021-08-17,2,,,0,
2021-08-17T03:00,2021-08-17,3,,,0,
2021-08-17T04:00,2021-08-17,4,,,0,
2021-08-17T05:00,2021-08-17,5,,,0,
2021-08-17T06:00,2021-08-17,6,,,0,
2021-08-17T07:00,2021-08-17,7,,,0,
2021-08-17T08:00,2021-08-17,8,,,0,
2021-08-17T09:00,2021-08-17,9,,,0,
2021-08-17T10:00,2021-08-17,10,,,0,
2021-08-17T11:00,2021-08-17,11,,,0,
2021-08-17T12:00,2021-08-17,12,,,0,day
2021-08-17T13:00,2021-08-17,13,,,0,
2021-08-17T14:00,2021-08-17,14,,,0,
2021-08-17T15:00,2021-08-17,15,,,0,
2021-08-17T16:00,2021-08-17,16,,,0,
2021-08-17T17:00,2021-08-17,17,,,0,
2021-08-17T18:00,2021-08-17,18,,,0,
2021-08-17T19:00,2021-08-17,19,,,0,
2021-08-17T20:00,2021-08-17,20,,,0,evening
2021-08-17T21:00,2021-08-17,21,,,0,
2021-08-17T22:00,2021-08-17,22,,,0,
2021-08-17T23:00,2021-08-17,23,,,0,
2021-08-18T00:00,2021-08-18,0,,,0,
2021-08-18T01:00,2021-08-18,1,,,0,
2021-08-18T02:00,2021-08-18,2,,,0,
2021-08-18T03:00,2021-08-18,3,,,0,
2021-08-18T04:00,2021-08-18,4,,,0,
2021-08-18T05:00,2021-08-18,5,,,0,
2021-08-18T06:00,2021-08-18,6,,,0,
2021-08-18T07:00,2021-08-18,7,,,0,
2021-08-18T08:00,2021-08-18,8,,,0,
2021-08-18T09:00,2021-08-18,9,,,0,
2021-08-18T10:00,2021-08-18,10,,,0,
2021-08-18T11:00,2021-08-18,11,,,0,
2021-08-18T12:00,2021-08-18,12,,,0,day
2021-08-18T13:00,2021-08-18,13,,,0,
2021-08-18T14:00,2021-08-18,14,,,0,
2021-08-18T15:00,2021-08-18,15,,,0,
2021-08-18T16:00,2021-08-18,16,,,0,
2021-08-18T17:00,2021-08-18,17,,,0,
2021-08-18T18:00,2021-08-18,18,,,0,
2021-08-18T19:00,2021-08-18,19,,,0,evening
2021-08-18T20:00,2021-08-18,20,,,0,
2021-08-18T21:00,2021-08-18,21,,,0,
2021-08-18T22:00,2021-08-18,22,,,0,
2021-08-18T23:00,2021-08-18,23,,,0,
2021-08-19T00:00,2021-08-19,0,,,0,
2021-08-19T01:00,2021-08-19,1,,,0,
2021-08-19T02:00,2021-08-19,2,,,0,
2021-08-19T03:00,2021-08-19,3,,,0,
2021-08-19T04:00,2021-08-19,4,,,0,
2021-08-19T05:00,2021-08-19,5,,,0,
2021-08-19T06:00,2021-08-19,6,,,0,
2021-08-19T07:00,2021-08-19,7,,,0,
2021-08-19T08:00,2021-08-19,8,,,0,
2021-08-19T09:00,2021-08-19,9,,,0,
2021-08-19T10:00,2021-08-19,10,,,0,
2021-08-19T11:00,2021-08-19,11,,,0,
2021-08-19T12:00,2021-08-19,12,,,0,day
2021-08-19T13:00,2021-08-19,13,,,0,
2021-08-19T14:00,2021-08-19,14,,,0,
2021-08-19T15:00,2021-08-19,15,,,0,
2021-08-19T16:00,2021-08-19,16,,,0,
2021-08-19T17:00,2021-08-19,17,,,0,
2021-08-19T18:00,2021-08-19,18,,,0,
2021-08-19T19:00,2021-08-19,19,,,0,
2021-08-19T20:00,2021-08-19,20,,,0,
2021-08-19T21:00,2021-08-19,21,,,0,evening
2021-08-19T22:00,2021-08-19,22,,,0,
2021-08-19T23:00,2021-08-19,23,,,0,
2021-08-20T00:00,2021-08-20,0,,,0,
2021-08-20T01:00,2021-08-20,1,,,0,
2021-08-20T02:00,2021-08-20,2,,,0,
2021-08-20T03:00,2021-08-20,3,,,0,
2021-08-20T04:00,2021-08-20,4,,,0,
2021-08-20T05:00,2021-08-20,5,,,0,
2021-08-20T06:00,2021-08-20,6,,,0,
2021-08-20T07:00,2021-08-20,7,,,0,
2021-08-20T08:00,2021-08-20,8,,,0,
2021-08-20T09:00,2021-08-20,9,,,0,
2021-08-20T10:00,2021-08-20,10,,,0,
2021-08-20T11:00,2021-08-20,11,,,0,
2021-08-20T12:00,2021-08-20,12,,,0,day
2021-08-20T13:00,2021-08-20,13,,,0,
2021-08-20T14:00,2021-08-20,14,,,0,
2021-08-20T15:00,2021-08-20,15,,,0,
2021-08-20T16:00,2021-08-20,16,,,0,
2021-08-20T17:00,2021-08-20,17,,,0,
2021-08-20T18:00,2021-08-20,18,,,0,
2021-08-20T19:00,2021-08-20,19,,,0,
2021-08-20T20:00,2021-08-20,20,,,0,
2021-08-20T21:00,2021-08-20,21,,,0,evening
2021-08-20T22:00,2021-08-20,22,,,0,
2021-08-20T23:00,2021-08-20,23,,,0,
2021-08-21T00:00,2021-08-21,0,,,0,
2021-08-21T01:00,2021-08-21,1,,,0,
2021-08-21T02:00,2021-08-21,2,,,0,
2021-08-21T03:00,2021-08-21,3,,,0,
2021-08-21T04:00,2021-08-21,4,,,0,
2021-08-21T05:00,2021-08-21,5,,,0,
2021-08-21T06:00,2021-08-21,6,,,0,
2021-08-21T07:00,2021-08-21,7,,,0,
2021-08-21T08:00,2021-08-21,8,,,0,
2021-08-21T09:00,2021-08-21,9,,,0,
2021-08-21T10:00,2021-08-21,10,,,0,
2021-08-21T11:00,2021-08-21,11,,,0,
2021-08-21T12:00,2021-08-21,12,,,0,day
2021-08-21T13:00,2021-08-21,13,,,0,
2021-08-21T14:00,2021-08-21,14,,,0,
2021-08-21T15:00,2021-08-21,15,,,0,
2021-08-21T16:00,2021-08-21,16,,,0,
2021-08-21T17:00,2021-08-21,17,,,0,
2021-08-21T18:00,2021-08-21,18,,,0,
2021-08-21T19:00,2021-08-21,19,,,0,
2021-08-21T20:00,2021-08-21,20,,,0,
2021-08-21T21:00,2021-08-21,21,,,0,evening
2021-08-21T22:00,2021-08-21,22,,,0,
2021-08-21T23:00,2021-08-21,23,,,0,
2021-08-22T00:00,2021-08-22,0,,,0,
2021-08-22T01:00,2021-08-22,1,,,0,
2021-08-22T02:00,2021-08-22,2,,,0,
2021-08-22T03:00,2021-08-22,3,,,0,
2021-08-22T04:00,2021-08-22,4,,,0,
2021-08-22T05:00,2021-08-22,5,,,0,
2021-08-22T06:00,2021-08-22,6,,,0,
2021-08-22T07:00,2021-08-22,7,,,0,
2021-08-22T08:00,2021-08-22,8,,,0,
2021-08-22T09:00,2021-08-22,9,,,0,
2021-08-22T10:00,2021-08-22,10,,,0,
2021-08-22T11:00,2021-08-22,11,,,0,
2021-08-22T12:00,2021-08-22,12,,,0,day
2021-08-22T13:00,2021-08-22,13,,,0,
2021-08-22T14:00,2021-08-22,14,,,0,
2021-08-22T15:00,2021-08-22,15,,,0,
2021-08-22T16:00,2021-08-22,16,,,0,
2021-08-22T17:00,2021-08-22,17,,,0,
2021-08-22T18:00,2021-08-22,18,,,0,
2021-08-22T19:00,2021-08-22,19,,,0,
2021-08-22T20:00,2021-08-22,20,,,0,
2021-08-22T21:00,2021-08-22,21,,,0,evening
2021-08-22T22:00,2021-08-22,22,,,0,
2021-08-22T23:00,2021-08-22,23,,,0,
2021-08-23T00:00,2021-08-23,0,,,0,
2021-08-23T01:00,2021-08-23,1,,,0,
2021-08-23T02:00,2021-08-23,2,,,0,
2021-08-23T03:00,2021-08-23,3,,,0,
2021-08-23T04:00,2021-08-23,4,,,0,
2021-08-23T05:00,2021-08-23,5,,,0,
2021-08-23T06:00,2021-08-23,6,,,0,
2021-08-23T07:00,2021-08-23,7,,,0,
2021-08-23T08:00,2021-08-23,8,,,0,
2021-08-23T09:00,2021-08-23,9,,,0,
2021-08-23T10:00,2021-08-23,10,,,0,
2021-08-23T11:00,2021-08-23,11,,,0,
2021-08-23T12:00,2021-08-23,12,,,0,day
2021-08-23T13:00,2021-08-23,13,,,0,
2021-08-23T14:00,2021-08-23,14,,,0,
2021-08-23T15:00,2021-08-23,15,,,0,
2021-08-23T16:00,2021-08-23,16,,,0,
2021-08-23T17:00,2021-08-23,17,,,0,
2021-08-23T18:00,2021-08-23,18,,,0,
2021-08-23T19:00,2021-08-23,19,,,0,
2021-08-23T20:00,2021-08-23,20,,,0,
2021-08-23T21:00,2021-08-23,21,,,0,evening
2021-08-23T22:00,2021-08-23,22,,,0,
2021-08-23T23:00,2021-08-23,23,,,0,
2021-08-24T00:00,2021-08-24,0,,,0,
2021-08-24T01:00,2021-08-24,1,,,0,
2021-08-24T02:00,2021-08-24,2,,,0,
