date,plant,fuel,producer,units,installed_mw,present_mw,actual_day,actual_evening,forecast_day,forecast_evening,effective_day,effective_evening,remarks
2025-01-02,Chandpur 150 MW CCPP,Gas,PDB,1*106+1*57,163.0,163.0,42.0,20.0,0.0,0.0,40.0,40.0,Default availability set by nldc
2025-01-02,Chandpur 200MW (Desh energy),HFO,IPP,12*18.4,220.8,200.0,0.0,17.0,200.0,200.0,200.0,200.0,
2025-01-02,Chapainawabganj 100 MW Peaking PP,HFO,PDB,12*8.924,107.088,104.0,0.0,92.0,98.0,98.0,53.0,95.0,
2025-01-02,Chattogram 108 MW PP (ECPV),HFO,IPP,16*7,112.0,108.0,0.0,8.0,108.0,108.0,20.0,50.0,Liquid fuel shortage
2025-01-02,Chattogram TPP,Gas,PDB,1*210+1*210,420.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,Both units are under maintenance
2025-01-02,Chowmuhani 113 MW,HFO,IPP,12*9.78+2*3.1,123.56,113.0,17.0,42.0,113.0,113.0,95.0,100.0,
2025-01-02,Confidence Power Bogura Unit-1 113 MW,HFO,IPP,6*18.55,111.3,113.0,0.0,0.0,113.0,113.0,113.0,113.0,Liquid fuel shortage
2025-01-02,Cox's Bazar Wind,Wind,PDB,,,66.0,2.0,8.0,0.0,0.0,2.0,8.0,Default availability set by nldc
2025-01-02,Cumilla 25 MW PP (Summit),Gas,"SIPP,REB",3*3.67+2*6.97,24.95,25.0,5.0,5.0,20.83,20.83,15.0,15.0,Machine Under Maintenance
2025-01-02,Dohazari -Kalaish 100 MW Peaking,HFO,PDB,6*17,102.0,98.0,0.0,35.0,85.0,85.0,50.0,50.0,
2025-01-02,Energypac Power Venture Thakurgaon Ltd.,HFO,IPP,,,115.0,0.0,34.0,115.0,115.0,115.0,115.0,
2025-01-02,Faridpur 50 MW Peaking PP,HFO,PDB,8*6.89,55.12,50.0,0.0,29.0,42.0,42.0,20.0,35.0,
2025-01-02,Fenchuganj 44MW (Energyprima),Gas,NENP,12*3.3+5*2,49.6,50.0,0.0,0.0,44.0,44.0,35.0,35.0,
2025-01-02,Fenchugonj CCPP Phase-1,Gas,PDB,2*32+1*33,97.0,80.0,0.0,0.0,0.0,0.0,30.0,30.0,Default availability set by nldc
2025-01-02,Fenchugonj CCPP Phase-2,Gas,PDB,2*35+1*35,105.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Feni Lanka Power,HFO,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,114.0,114.0,114.0,114.0,
2025-01-02,Gagnagar 102 MW PP (Digital Power),HFO,IPP,12*8.924,107.088,102.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-02,Gazipur 100 MW PP,HFO,RPCL,6*17.5,105.0,105.0,70.0,105.0,105.0,105.0,100.0,100.0,
2025-01-02,Gazipur 52 MW PP,HFO,RPCL,6*8.9,53.4,52.19,17.0,34.0,52.19,52.19,25.0,34.0,
2025-01-02,Ghorasal 365 MW CCPP Unit-7,Gas,PDB,1*243+1*122,365.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-02,Ghorasal Repowered CCPP Unit-3,Gas,PDB,1*260,260.0,101.2,0.0,0.0,0.0,0.0,0.0,0.0,GT is under maintenance
2025-01-02,Ghorasal Repowered CCPP Unit-4,Gas,PDB,1*210,210.0,174.8,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-02,Ghorasal TPP Unit-5,Gas,PDB,1*210,210.0,174.8,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Ghorashal 108 MW PP (Regent),Gas,IPP,34*3.35,113.9,97.7,0.0,0.0,97.3,97.3,0.0,0.0,"Demand ""0"" due to gas shortage"
2025-01-02,Gopalganj 100 MW Peaking PP,HFO,PDB,16*6.98,111.68,100.0,0.0,5.0,80.0,80.0,34.0,60.0,
2025-01-02,HVDC(Nepal),Import,Import,1*40,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-02,Haripur 360 MW CCPP (HPL),Gas,IPP,1*235+1*125,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-01-02,Haripur 412 MW CCPP,Gas,EGCB,1*273+1*139,412.0,400.37,290.0,291.0,400.37,400.37,290.0,290.0,
2025-01-02,Haripur GTPP,Gas,"SBU,PDB",32*2,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Hathazari 100 MW peaking PP,HFO,PDB,11*8.9,97.9,94.0,0.0,40.0,64.0,64.0,56.0,74.0,machine problem
2025-01-02,Hobiganj 11MW PP Cofidence-E,Gas,"SIPP,REB",4*2.90,11.6,11.0,2.0,2.0,0.0,0.0,2.0,2.0,Default availability set by nldc
2025-01-02,Import (Tripura),Import,Import,,,160.0,58.0,54.0,90.0,90.0,90.0,90.0,
2025-01-02,Intraco Solar 30 MW,Solar,IPP,1*30,30.0,30.0,5.0,0.0,26.0,0.0,26.0,0.0,
2025-01-02,JERA Meghnaghat Power Limited,Gas,IPP,250*2+268,500.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Jamalpur 115 MW PP (United),HFO,IPP,9.78*12,117.36,115.0,75.0,18.0,115.0,115.0,115.0,115.0,
2025-01-02,Jangalia 52 MW PP (Lakdanavi),HFO,IPP,6*8.92,53.52,52.2,0.0,8.0,52.2,52.2,52.2,52.2,
2025-01-02,Jodiac Power,HFO,IPP,3*18.55+1*3.6,59.25,54.36,17.0,18.0,54.36,54.36,54.36,54.36,
2025-01-02,Juldah 100 MW PP Unit-3 (Acorn),HFO,IPP,8*13.5,108.0,100.0,0.0,12.0,100.0,100.0,100.0,100.0,
2025-01-02,Juldah unit-2 (Acorn),HFO,IPP,8*13.6,108.8,100.0,0.0,12.0,100.0,100.0,100.0,100.0,
2025-01-02,Kamalaghat 54 MW PP(Banco Energy),HFO,IPP,3*18,54.0,53.97,0.0,17.0,53.97,53.97,34.0,54.0,
2025-01-02,Kanchan Purbachal Power Generation Ltd.,HFO,IPP,18.4*3,55.2,36.09,30.0,17.0,36.0,36.0,36.0,36.0,Alternator-03 under maintenace
2025-01-02,Kaptai 7 MW Solar PP,Solar,PDB,,,7.0,4.0,0.0,4.0,0.0,4.0,0.0,
2025-01-02,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",Hydro,PDB,2*40+3*50,230.0,230.0,46.0,40.0,40.0,40.0,40.0,40.0,
2025-01-02,Karnaphuli Power Ltd.,HFO,IPP,18.415*6+6.5,110.49,110.0,0.0,12.0,110.0,110.0,110.0,110.0,
2025-01-02,Katakhali 50 MW Peaking PP,HFO,PDB,6*8.7,52.2,45.49,0.0,33.0,0.0,0.0,26.0,32.0,Default availability set by nldc
2025-01-02,Keraniganj 100 MW PP (Powerpac),HFO,QRPP,8*13.45,107.6,25.21,0.0,0.0,13.0,13.0,25.0,25.0,
2025-01-02,Khulna 225 MW CCPP,HSD/Gas,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,230.0,230.0,0.0,0.0,
2025-01-02,Khulna 330 MW CCPP,HSD/Gas,PDB,1*220+1*110,330.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Kodda 149 MW PP Unit-1 (Summit),HFO,IPP,8*18.45+8.97,147.6,150.0,0.0,0.0,149.0,149.0,149.0,149.0,
2025-01-02,Kodda 150 MW PP B-R,HFO,PDB-RPCL,9*17.06,153.54,149.36,0.0,32.0,149.36,149.36,149.0,149.0,
2025-01-02,Kodda 300 MW PP Unit-2 (Summit),HFO,IPP,18*17.06,307.08,300.0,0.0,0.0,300.0,300.0,300.0,300.0,
2025-01-02,Kushiara 163 MW CCPP (KP),Gas,IPP,1*109+1*54,163.0,163.0,120.0,163.0,163.0,163.0,163.0,163.0,
2025-01-02,Madanganj-55 MW PP(Summit),HFO,IPP,3*17+1*11.3,62.3,55.0,0.0,0.0,55.0,55.0,55.0,55.0,
2025-01-02,Madhumati 100 MW PP,HFO,NWPGCL,6*18,108.0,105.0,0.0,0.0,105.0,105.0,0.0,0.0,Liquid fuel shortage
2025-01-02,"Malancha, Ctg. EPZ (United)",Gas,IPP,5*8.73+3*9.34,71.67,33.0,21.0,31.0,0.0,0.0,2.0,8.0,Default availability set by nldc
2025-01-02,Manikganj 55 MW PP (Northern),HFO,IPP,19.3*3,57.9,55.0,0.0,17.0,55.0,55.0,55.0,55.0,
2025-01-02,Manikgonj 162MW PP(MPGL),HFO,IPP,9*18,162.0,162.0,17.0,72.0,162.0,162.0,162.0,162.0,
2025-01-02,Maona 33 MW PP(Summit),Gas,IPP,4*8.73,34.92,33.0,25.0,25.0,33.0,33.0,33.0,33.0,
2025-01-02,Matarbari 2*600 MW (CPGCBL),Coal,CPGCL,2*600,1200.0,1200.0,520.0,575.0,575.0,575.0,575.0,575.0,U1 S/D 09/Oct/24 (Maintenance Work)
2025-01-02,Meghnaghat 104 MW PP (OPCL),HFO,IPP,6*18.5,111.0,104.0,0.0,8.0,104.0,104.0,7.0,17.0,Liquid fuel shortage
2025-01-02,Meghnaghat 450 MW CCPP (MPL),Gas,IPP,2*150+1*150,450.0,450.0,420.0,450.0,450.0,450.0,450.0,450.0,
2025-01-02,Meghnaghat CCPP(Summit),Gas,IPP,2*110+1*110,330.0,335.0,0.0,0.0,335.0,335.0,0.0,0.0,
2025-01-02,Meghnaghat CCPP(Summit)-2,Gas/HSD,IPP,,,583.0,0.0,0.0,583.0,583.0,0.0,0.0,Gas shortage
2025-01-02,Mirsharai 150 MW,HFO/Gas,IPP,18.5*9,166.5,159.86,0.0,72.0,159.86,159.86,17.0,34.0,
2025-01-02,Mongla Orion 100 MW Solar PP,Solar,IPP,100,100.0,100.0,71.1,0.0,68.0,0.0,68.0,0.0,
2025-01-02,Mymensingh 200 MW PP (United),HFO,IPP,9.78*21,205.38,200.0,45.0,94.0,200.0,200.0,95.0,95.0,
2025-01-02,Nababganj 55 MW PP (Southern power ),HFO,IPP,19.3*3,57.9,55.0,0.0,17.0,55.0,55.0,55.0,55.0,
2025-01-02,Natore 52 MW PP (Rajlanka),HFO,IPP,6*8.92,53.52,52.2,0.0,0.0,52.0,52.0,45.0,52.0,
2025-01-02,Pabna Solar 100 MW,Solar,IPP,,,100.0,85.0,0.0,80.0,0.0,80.0,0.0,
2025-01-02,Patenga 50MW PP (Baraka),HFO,IPP,8*6.98,55.84,50.0,19.0,30.0,50.0,50.0,50.0,50.0,
2025-01-02,Payra 1320 MW,Coal,BCPCL,2*622,1244.0,1244.0,550.0,510.0,622.0,622.0,622.0,622.0,
2025-01-02,RPCL 210MW CCPP,Gas,RPCL,4*35+1*70,210.0,210.0,0.0,0.0,210.0,210.0,10.0,10.0,Low gas pressure
2025-01-02,Rampal 1320 MW (BIFPCL),Coal,PDB,660*2,1320.0,1234.2,1105.0,1103.0,1234.0,1234.0,1234.0,1234.0,
2025-01-02,Rangpur 113 MW PP (Confidence),HFO,IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,0.0,0.0,113.0,113.0,90.0,113.0,
2025-01-02,Rangpur 20 MW GTPP,HSD,PDB,1*20,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-02,Raozan 25 MW PP,HFO,IPP,3*8.9,26.7,25.5,0.0,2.0,25.5,25.5,8.0,25.0,
2025-01-02,Rupganj 33 MW PP(Summit),Gas,IPP,4*8.73,34.92,33.0,26.0,24.0,33.0,33.0,33.0,33.0,Low gas pressure
2025-01-02,Rupsha 105 MW PP (Orion rupsha),HFO,IPP,6*18.445,110.67,105.0,0.0,0.0,105.0,105.0,105.0,105.0,Liquid fuel shortage
2025-01-02,SS Power,Coal,IPP,2*660,1320.0,1224.0,612.0,598.0,612.0,612.0,612.0,612.0,Partial Shutdown due to maintenance
2025-01-02,Saidpur 20 MW GTPP,HSD,PDB,1*20,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Santahar 50 MW Peaking PP,HFO,PDB,6*8.7,52.2,46.0,0.0,22.0,30.0,30.0,24.0,24.0,
2025-01-02,Sarishabari 3 MW Solar Plant,Solar,IPP,,,2.71,1.0,0.0,2.0,0.0,2.0,0.0,
2025-01-02,Shahjahanulla 25 MW PP,Gas,"SIPP,REB",3*9.34,28.02,25.0,0.0,0.0,0.0,0.0,13.0,13.0,Default availability set by nldc
2025-01-02,Shahjibazar 100 MW GTPP,Gas,PDB,1*100,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Shahjibazar 86MW PP (Shahjibazar),Gas,RPP,32*2.90,92.8,86.0,42.0,42.0,86.0,86.0,55.0,55.0,
2025-01-02,Shahjibazar GTPP Unit- 8 & 9,Gas,PDB,2*35,70.0,66.57,0.0,0.0,0.0,0.0,25.0,25.0,Default availability set by nldc
2025-01-02,Shajibazar 330 MW CCPP,Gas,PDB,3*110,330.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Siddhirganj 335 MW CCPP,Gas,EGCB,1*217+118,217.0,335.0,0.0,0.0,335.0,335.0,0.0,0.0,Gas shortage
2025-01-02,Siddhirgonj 2*120 MW GTPP,Gas,EGCB,2*105,210.0,210.0,0.0,0.0,210.0,210.0,0.0,0.0,
2025-01-02,Siddhirgonj 210 MW TPP,Gas,PDB,1*210,210.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Major Overhauling
2025-01-02,Sikalbaha 105 MW PP (Baraka Sikalbaha),HFO,IPP,6*17.5,105.0,105.0,0.0,17.0,105.0,105.0,85.0,105.0,Bill delay and high diff. of USD exchange rate
2025-01-02,Sikalbaha 225MW CCPP,Gas/HSD,PDB,1*150+1*75,225.0,225.0,209.0,226.0,225.0,225.0,225.0,225.0,
2025-01-02,Sikalbaha Peaking GT,Gas/HSD,PDB,1*150,150.0,126.5,0.0,0.0,0.0,0.0,0.0,0.0,Generator Problem
2025-01-02,Sirajganj 68 MW Solar Park,Solar,IPP,,,68.0,12.45,0.0,25.0,0.0,25.0,0.0,
2025-01-02,Sirajgonj 225MW CCPP Unit-1,Gas/HSD,NWPGCL,1*150+1*75,225.0,214.0,135.0,159.0,214.0,214.0,193.0,193.0,Gas shortage
2025-01-02,Sirajgonj 225MW CCPP Unit-2,Gas/HSD,NWPGCL,1*150+1*75,225.0,220.0,130.0,188.0,220.0,220.0,198.0,198.0,Gas shortage
2025-01-02,Sirajgonj 225MW CCPP Unit-3,Gas/HSD,NWPGCL,1*141,141.0,220.0,150.0,190.0,220.0,220.0,198.0,198.0,Gas shortage
2025-01-02,Sirajgonj 400 MW CCPP Unit-4,Gas/HSD,NWPGCL,1*282+1*132,414.0,413.79,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-02,Sirajgonj 6.55 MW Solar,Solar,NWPGCL,,,6.09,1.2,0.0,4.2,0.0,4.2,0.0,
2025-01-02,Sonagazi 75 MW (AC) Solar Power Plant,Solar,EGCB,,,75.0,22.0,0.0,0.0,0.0,66.0,0.0,Default availability set by nldc
2025-01-02,Spectra Solar Plant Ltd.,Solar,IPP,,,35.0,26.0,0.0,25.0,0.0,25.0,0.0,
2025-01-02,Sreepur 150 MW PP,HFO,PDB-RPCL,9*18,162.0,150.0,0.0,0.0,0.0,0.0,150.0,150.0,Default availability set by nldc
2025-01-02,Summit Power Ashulia,Gas,IPP,,,33.75,20.0,19.0,30.0,30.0,30.0,30.0,Low gas pressure
2025-01-02,Summit Power Madhabdi,Gas,IPP,3*3.67+4*8.73,45.93,23.0,22.0,22.0,0.0,0.0,23.0,23.0,Default availability set by nldc
2025-01-02,Sutiakhali 50 MW Solar PP,Solar,IPP,,,50.0,18.16,0.0,23.21,0.0,23.21,0.0,
2025-01-02,Sylhet 20 MW GTPP,Gas,PDB,1*20,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Sylhet 225 MW CCPP,Gas,PDB,1*142+1*89,231.0,225.0,211.0,206.0,210.0,210.0,205.0,205.0,
2025-01-02,Sympa Solar Power 8 MW,Solar,IPP,,,8.0,0.9,0.0,3.0,0.0,3.0,0.0,
2025-01-02,Tangail Palli Power Gen 22 MW,HFO,IPP,4*6.7,26.8,22.0,0.0,22.0,22.0,22.0,22.0,22.0,Ready to Dispatch as per NLDC Demand.
2025-01-02,Teesta Solar Limited,Solar,BCPCL,,,200.0,26.0,0.0,60.69,0.0,60.69,0.0,
2025-01-02,Teknaf 20MW PP (Solartech),Solar,IPP,,,20.0,17.0,0.0,18.0,0.0,18.0,0.0,
2025-01-02,Titas 50 MW Peaking PP,HFO,PDB,6*8.92,53.52,47.0,0.0,24.0,47.0,47.0,30.0,45.0,machine problem
2025-01-02,Tongi 80 MW GTPP,Gas,PDB,1* 105,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Ullapara 11 MW PP (Summit),Gas,"SIPP,REB",4*2.90,11.6,11.0,5.5,8.5,8.25,8.25,8.5,8.5,
2025-01-02,Unique Meghnaghat Power Limited (UMPL),Gas,IPP,,,584.0,180.0,160.0,584.0,584.0,180.0,180.0,
2025-01-02,United Payra Power Ltd.,HFO,IPP,8*18.5+1*9.5,157.5,150.0,0.0,45.0,150.0,150.0,54.0,150.0,
2025-01-03,Adani Power Jharkhanda Ltd,Import,Import,2*673,1346.0,1347.54,759.0,757.96,1347.54,1347.54,1347.54,1347.54,
2025-01-03,Amnura 50 MW PP(Sinha),HFO,QRPP,7*7.79,54.53,35.09,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Anlima Energy Ltd.,HFO,IPP,6*21.2,127.2,116.0,0.0,35.0,116.0,116.0,116.0,116.0,Liquid fuel shortage
2025-01-03,Anwara 300 MW PP (United),HFO,IPP,17*17+24,289.0,300.0,10.0,80.0,300.0,300.0,300.0,300.0,
2025-01-03,Ashuganj 150MW PP (Midland),HFO,IPP,23X7.015,161.345,150.0,0.0,70.0,150.0,150.0,150.0,150.0,
2025-01-03,Ashuganj 195 MW PP (APSCL-United),Gas,IPP,20X9.73+1X16,210.6,195.0,184.0,189.0,195.0,195.0,195.0,195.0,
2025-01-03,Ashuganj 420 MW CCPP(East),Gas,APSCL,284*1+116*1,400.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-03,Ashuganj 450 MW CCPP(North),Gas,APSCL,1*360,360.0,353.35,310.0,350.0,353.35,353.35,317.0,317.0,
2025-01-03,Ashuganj 450 MW CCPP(South),Gas,APSCL,1*360,360.0,356.56,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-03,Ashuganj 50 MW PP,Gas,APSCL,14*3.96,55.44,46.94,28.0,33.0,46.94,46.94,40.0,40.0,
2025-01-03,Ashuganj 51 MW PP (Midland),Gas,IPP,6X9.34,56.04,51.0,51.0,51.0,51.0,51.0,51.0,51.0,
2025-01-03,Ashuganj 55 MW PP (Precision),Gas,QRPP,15*4,60.0,55.0,29.0,28.0,55.0,55.0,30.0,30.0,
2025-01-03,Ashuganj CCPP 225 MW,Gas,APSCL,1X142+1X75,217.0,221.43,182.0,198.0,221.0,221.0,205.0,205.0,FGMO
2025-01-03,Baghabari 100 MW GTPP,Gas,PDB,1*100,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Baghabari 50 MW Peaking PP,HFO,PDB,6*8.9,53.4,47.0,0.0,0.0,47.0,47.0,47.0,47.0,
2025-01-03,Baghabari 71 MW GTPP,Gas,PDB,1X71,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Bagura 113 MW PP (Confidence)-2,HFO,IPP,6*18.55+7.2,111.3,113.0,0.0,0.0,113.0,113.0,113.0,113.0,
2025-01-03,Barapukuria 275 MW TPP Unit-3,Coal,PDB,1*275,275.0,274.0,200.0,205.0,200.0,200.0,200.0,200.0,
2025-01-03,Barapukuria TPP Unit-1 & 2,Coal,PDB,1*125+1*125,250.0,170.0,77.0,76.0,80.0,80.0,80.0,80.0,
2025-01-03,Barisal 1 MW Solar Plant,Solar,IPP,,,1.0,0.12,0.0,0.29,0.0,0.29,0.0,
2025-01-03,Barisal 110 MW PP (Summit ),HFO,IPP,7X17.076,119.532,110.0,0.0,0.0,110.0,110.0,110.0,110.0,
2025-01-03,Barisal 307 MW,Coal,BCPCL,307X1,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,
2025-01-03,Bera 70 MW Peaking PP,HFO,PDB,9*8.29,74.61,66.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Bhairob 54.5 MW,HFO,IPP,3*18.2,54.6,54.5,0.0,17.0,54.5,54.5,54.5,54.5,
2025-01-03,Bheramara (HVDC ),Import,Import,2X500,1000.0,1000.0,908.0,626.0,1000.0,1000.0,1000.0,1000.0,
2025-01-03,Bheramara 410 MW CCPP,Gas,NWPGCL,1X278+1X132,410.0,410.0,275.0,225.0,410.0,410.0,300.0,300.0,Gas shortage
2025-01-03,Bheramara GTPP Unit-3,HSD,PDB,1X20,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Bhola 225 MW CCPP,Gas,PDB,2X63+1X68,194.0,193.1,130.0,141.0,65.0,65.0,65.0,65.0,GT-02 air filter change
2025-01-03,Bhola 33 MW PP (Venture),Gas,NENP,1X34.50,34.5,40.0,4.0,7.0,10.12,10.12,7.0,7.0,
2025-01-03,Bhola Nutan Biddut BD LTD,Gas/HSD,IPP,2*110,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,MVAR Subjected to Grid Voltage
2025-01-03,Bibiana-II 341 MW CCPP (Summit),Gas,IPP,1*222+1*119,341.0,341.0,0.0,0.0,341.0,341.0,0.0,0.0,Plant shutdown as per NLDC requirement.
2025-01-03,Bibiyana South 400 MW,Gas,PDB,1*400,400.0,383.0,346.0,310.0,383.0,383.0,353.0,353.0,
2025-01-03,Bibiyana-III 400 MW CCPP,Gas,PDB,285*1+134*1,419.0,400.0,378.0,381.0,400.0,400.0,380.0,380.0,FGMO not available
2025-01-03,Chandpur 115(Doreen),HFO,IPP,4*18.5+2*22.5,119.0,115.0,0.0,25.0,115.0,115.0,115.0,115.0,
2025-01-03,Chandpur 150 MW CCPP,Gas,PDB,1*106+1*57,163.0,163.0,0.0,0.0,163.0,163.0,40.0,40.0,
2025-01-03,Chandpur 200MW (Desh energy),HFO,IPP,12*18.4,220.8,200.0,0.0,0.0,200.0,200.0,200.0,200.0,
2025-01-03,Chapainawabganj 100 MW Peaking PP,HFO,PDB,12*8.924,107.088,104.0,0.0,70.0,98.0,98.0,98.0,98.0,
2025-01-03,Chattogram 108 MW PP (ECPV),HFO,IPP,16*7,112.0,108.0,0.0,10.0,108.0,108.0,108.0,108.0,Liquid fuel shortage
2025-01-03,Chattogram TPP,Gas,PDB,1*210+1*210,420.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,Both units are under maintenance
2025-01-03,Chowmuhani 113 MW,HFO,IPP,12*9.78+2*3.1,123.56,113.0,31.0,106.0,113.0,113.0,113.0,113.0,
2025-01-03,Confidence Power Bogura Unit-1 113 MW,HFO,IPP,6*18.55,111.3,113.0,0.0,0.0,113.0,113.0,113.0,113.0,Liquid fuel shortage
2025-01-03,Cox's Bazar Wind,Wind,PDB,,,66.0,8.0,13.0,66.0,66.0,66.0,66.0,
2025-01-03,Cumilla 25 MW PP (Summit),Gas,"SIPP,REB",3*3.67+2*6.97,24.95,25.0,14.0,8.0,20.83,20.83,17.0,17.0,Machine Under Maintenance
2025-01-03,Dohazari -Kalaish 100 MW Peaking,HFO,PDB,6*17,102.0,98.0,0.0,0.0,85.0,85.0,85.0,85.0,
2025-01-03,Energypac Power Venture Thakurgaon Ltd.,HFO,IPP,,,115.0,34.0,35.0,115.0,115.0,115.0,115.0,
2025-01-03,Faridpur 50 MW Peaking PP,HFO,PDB,8*6.89,55.12,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Fenchuganj 44MW (Energyprima),Gas,NENP,12*3.3+5*2,49.6,50.0,0.0,0.0,44.0,44.0,44.0,44.0,
2025-01-03,Fenchugonj CCPP Phase-1,Gas,PDB,2*32+1*33,97.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Fenchugonj CCPP Phase-2,Gas,PDB,2*35+1*35,105.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Feni Lanka Power,HFO,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,114.0,114.0,114.0,114.0,
2025-01-03,Gagnagar 102 MW PP (Digital Power),HFO,IPP,12*8.924,107.088,102.0,0.0,0.0,0.0,8.0,0.0,8.0,
2025-01-03,Gazipur 100 MW PP,HFO,RPCL,6*17.5,105.0,105.0,50.0,70.0,105.0,105.0,105.0,105.0,
2025-01-03,Gazipur 52 MW PP,HFO,RPCL,6*8.9,53.4,52.19,17.0,34.0,52.19,52.19,52.19,52.19,
2025-01-03,Ghorasal 365 MW CCPP Unit-7,Gas,PDB,1*243+1*122,365.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,HGPI Maintenance Work is going on.
2025-01-03,Ghorasal Repowered CCPP Unit-3,Gas,PDB,1*260,260.0,101.2,0.0,0.0,0.0,0.0,0.0,0.0,GT is under maintenance
2025-01-03,Ghorasal Repowered CCPP Unit-4,Gas,PDB,1*210,210.0,174.8,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-03,Ghorasal TPP Unit-5,Gas,PDB,1*210,210.0,174.8,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Ghorashal 108 MW PP (Regent),Gas,IPP,34*3.35,113.9,97.7,0.0,0.0,97.3,97.3,0.0,0.0,"Demand ""0"" due to gas shortage"
2025-01-03,Gopalganj 100 MW Peaking PP,HFO,PDB,16*6.98,111.68,100.0,0.0,0.0,80.0,80.0,80.0,80.0,
2025-01-03,HVDC(Nepal),Import,Import,1*40,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-03,Haripur 360 MW CCPP (HPL),Gas,IPP,1*235+1*125,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-01-03,Haripur 412 MW CCPP,Gas,EGCB,1*273+1*139,412.0,400.37,279.0,286.0,400.37,400.37,300.0,300.0,
2025-01-03,Haripur GTPP,Gas,"SBU,PDB",32*2,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Hathazari 100 MW peaking PP,HFO,PDB,11*8.9,97.9,94.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Hobiganj 11MW PP Cofidence-E,Gas,"SIPP,REB",4*2.90,11.6,11.0,2.0,2.0,0.0,0.0,2.0,2.0,Default availability set by nldc
2025-01-03,Import (Tripura),Import,Import,,,160.0,58.0,58.0,160.0,160.0,160.0,160.0,
2025-01-03,Intraco Solar 30 MW,Solar,IPP,1*30,30.0,30.0,6.0,0.0,28.0,0.0,28.0,0.0,
2025-01-03,JERA Meghnaghat Power Limited,Gas,IPP,250*2+268,500.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-03,Jamalpur 115 MW PP (United),HFO,IPP,9.78*12,117.36,115.0,24.0,75.0,115.0,115.0,115.0,115.0,
2025-01-03,Jangalia 52 MW PP (Lakdanavi),HFO,IPP,6*8.92,53.52,52.2,0.0,0.0,52.2,52.2,52.2,52.2,
